HR01;HR02;Suma;Suma_Eduardo;Check
0;1;1;1;0
0;2;3;3;0
0;1;1;1;0
0;1;3;3;0
0;0;0;0;0
2;2;3;3;0
1;0;1;1;0
0;2;0;0;0
0;0;4;4;0
0;1;2;2;0
2;2;2;2;0
2;0;2;2;0
2;1;3;3;0
2;1;2;2;0
0;2;0;0;0
0;0;0;0;0
1;1;2;2;0
0;0;1;1;0
1;0;3;3;0
1;1;2;2;0
0;0;1;1;0
3;0;3;3;0
0;1;1;1;0
2;1;2;2;0
1;2;2;2;0
1;0;2;2;0
2;1;3;3;0
3;2;4;4;0
2;0;5;5;0
0;2;3;3;0
2;2;7;7;0
1;1;5;5;0
0;0;4;4;0
3;1;5;5;0
3;3;7;7;0
1;1;3;3;0
0;3;5;5;0
2;0;7;7;0
3;1;10;10;0
2;0;11;11;0
4;0;6;6;0
3;4;12;12;0
12;2;22;22;0
7;0;11;11;0
9;0;23;23;0
9;1;25;25;0
16;0;32;32;0
13;0;31;31;0
10;0;32;32;0
17;1;35;35;0
9;1;31;31;0
17;2;34;34;0
17;1;32;32;0
21;1;35;35;0
17;0;41;41;0
21;1;41;41;0
19;0;29;29;0
21;1;36;36;0
18;1;31;31;0
18;1;29;29;0
18;1;28;28;0
16;3;27;27;0
2;3;8;8;0
7;5;20;20;0
7;4;10;10;0
6;4;8;8;0
1;2;6;6;0
6;4;8;8;0
5;2;7;7;0
6;5;9;9;0
3;5;5;5;0
2;7;7;7;0
1;9;2;2;0
1;2;3;3;0
2;9;5;5;0
3;10;3;3;0
1;4;4;4;0
1;14;4;4;0
1;16;5;5;0
1;16;4;4;0
2;18;2;2;0
6;22;9;9;0
0;18;3;3;0
2;22;5;5;0
0;17;1;1;0
1;15;10;10;0
2;14;6;6;0
0;24;1;1;0
0;20;2;2;0
0;10;7;7;0
0;15;3;3;0
2;13;3;3;0
2;11;8;8;0
4;10;8;8;0
7;11;13;13;0
3;6;6;6;0
5;13;11;11;0
5;3;8;8;0
4;2;5;5;0
1;5;6;6;0
7;2;12;12;0
2;2;11;11;0
4;3;10;10;0
8;2;17;17;0
3;5;8;8;0
5;1;10;10;0
4;2;12;12;0
8;3;19;19;0
5;0;15;15;0
9;3;16;16;0
11;3;23;23;0
6;4;20;20;0
11;3;33;33;0
12;0;31;31;0
7;3;37;37;0
11;3;37;37;0
21;3;39;39;0
17;1;41;41;0
24;9;57;57;0
28;4;66;66;0
31;1;73;73;0
38;2;100;100;0
40;7;113;113;0
51;3;122;122;0
68;1;160;160;0
71;6;180;180;0
93;4;216;216;0
94;6;233;233;0
121;3;277;277;0
127;6;327;327;0
170;3;360;360;0
205;1;432;432;0
205;5;489;489;0
243;5;538;538;0
263;9;568;568;0
280;6;587;587;0
340;9;689;689;0
352;5;686;686;0
319;5;657;657;0
344;8;675;675;0
372;11;705;705;0
381;10;702;702;0
340;7;628;628;0
331;12;559;559;0
314;14;518;518;0
282;22;463;463;0
258;19;391;391;0
183;30;286;286;0
144;26;237;237;0
138;18;193;193;0
97;24;136;136;0
78;33;111;111;0
50;38;67;67;0
35;42;49;49;0
17;62;23;23;0
14;73;17;17;0
13;71;24;24;0
8;92;9;9;0
7;109;10;10;0
7;123;13;13;0
6;139;10;10;0
6;156;11;11;0
6;200;9;9;0
5;190;12;12;0
2;227;9;9;0
6;284;6;6;0
3;295;5;5;0
1;305;5;5;0
0;307;5;5;0
5;349;9;9;0
5;334;7;7;0
2;338;5;5;0
3;331;3;3;0
0;333;6;6;0
1;321;4;4;0
2;288;5;5;0
4;228;8;8;0
2;204;5;5;0
3;181;5;5;0
3;133;4;4;0
2;103;5;5;0
2;93;5;5;0
1;55;5;5;0
1;39;8;8;0
8;33;12;12;0
2;17;3;3;0
0;14;2;2;0
8;6;12;12;0
3;3;10;10;0
8;11;10;10;0
3;1;10;10;0
3;3;9;9;0
4;6;12;12;0
6;4;15;15;0
3;5;8;8;0
4;3;12;12;0
6;7;22;22;0
4;7;14;14;0
11;0;24;24;0
10;2;24;24;0
12;4;36;36;0
11;5;26;26;0
16;4;29;29;0
9;2;31;31;0
12;3;22;22;0
9;0;24;24;0
21;6;37;37;0
10;3;25;25;0
12;3;23;23;0
11;4;32;32;0
18;3;38;38;0
16;2;24;24;0
14;1;28;28;0
10;3;17;17;0
10;3;24;24;0
8;4;23;23;0
10;7;24;24;0
5;4;11;11;0
9;1;16;16;0
4;2;7;7;0
7;4;12;12;0
5;7;7;7;0
10;2;22;22;0
10;7;18;18;0
5;6;9;9;0
5;8;18;18;0
8;9;21;21;0
9;5;18;18;0
6;8;9;9;0
11;16;18;18;0
3;10;14;14;0
4;13;12;12;0
5;14;19;19;0
11;24;17;17;0
1;15;11;11;0
7;13;11;11;0
5;22;12;12;0
6;10;14;14;0
6;15;10;10;0
11;16;20;20;0
6;15;10;10;0
7;11;15;15;0
6;21;16;16;0
4;20;4;4;0
7;8;13;13;0
8;14;20;20;0
6;7;15;15;0
7;14;15;15;0
6;15;19;19;0
6;14;16;16;0
4;6;10;10;0
6;7;14;14;0
7;3;16;16;0
12;5;21;21;0
5;2;22;22;0
6;12;18;18;0
9;8;22;22;0
12;4;30;30;0
16;13;30;30;0
11;13;33;33;0
18;9;33;33;0
15;3;35;35;0
25;7;52;52;0
24;11;53;53;0
30;8;67;67;0
32;14;66;66;0
34;6;82;82;0
43;10;95;95;0
40;4;94;94;0
64;7;144;144;0
52;8;133;133;0
69;4;158;158;0
92;9;193;193;0
103;4;218;218;0
90;8;223;223;0
116;10;251;251;0
149;0;305;305;0
156;6;320;320;0
162;12;352;352;0
168;9;360;360;0
208;8;377;377;0
198;13;411;411;0
205;10;410;410;0
224;6;420;420;0
202;8;370;370;0
228;9;390;390;0
194;9;380;380;0
209;17;362;362;0
163;12;309;309;0
151;13;282;282;0
148;18;259;259;0
111;14;187;187;0
99;22;166;166;0
84;15;132;132;0
64;20;123;123;0
37;27;78;78;0
26;29;65;65;0
35;37;51;51;0
28;34;60;60;0
25;48;54;54;0
17;52;44;44;0
22;54;52;52;0
25;80;58;58;0
15;81;46;46;0
30;89;63;63;0
30;101;74;74;0
31;115;71;71;0
40;133;80;80;0
40;135;83;83;0
40;156;88;88;0
28;164;80;80;0
34;190;91;91;0
56;192;140;140;0
50;169;124;124;0
74;213;158;158;0
67;205;152;152;0
67;196;159;159;0
73;168;195;195;0
85;162;206;206;0
138;186;313;313;0
112;153;301;301;0
162;146;359;359;0
185;131;419;419;0
205;111;494;494;0
260;76;553;553;0
287;67;640;640;0
367;48;775;775;0
416;59;894;894;0
485;41;1016;1016;0
535;39;1122;1122;0
630;16;1321;1321;0
700;32;1482;1482;0
764;29;1606;1606;0
862;27;1784;1784;0
1005;30;2012;2012;0
1042;33;2083;2083;0
1050;31;2125;2125;0
1137;33;2232;2232;0
1224;44;2331;2331;0
1149;40;2270;2270;0
1166;40;2245;2245;0
1123;43;2099;2099;0
1028;48;1970;1970;0
1002;52;1831;1831;0
870;57;1629;1629;0
772;84;1400;1400;0
676;74;1229;1229;0
541;84;1012;1012;0
474;85;832;832;0
341;92;606;606;0
285;122;512;512;0
206;121;424;424;0
194;175;382;382;0
193;189;384;384;0
182;197;376;376;0
167;234;378;378;0
223;289;463;463;0
219;293;471;471;0
277;353;611;611;0
302;408;663;663;0
325;478;715;715;0
418;531;911;911;0
455;587;1055;1055;0
504;691;1130;1130;0
638;782;1338;1338;0
680;842;1507;1507;0
761;922;1680;1680;0
960;1007;2082;2082;0
1076;1041;2344;2344;0
1332;1075;2765;2765;0
1531;1095;3225;3225;0
1696;1107;3643;3643;0
1940;1121;4057;4057;0
2202;1079;4491;4491;0
2444;976;4957;4957;0
2732;942;5527;5527;0
2889;829;5837;5837;0
3165;759;6302;6302;0
3348;628;6585;6585;0
3431;553;6755;6755;0
3595;471;6920;6920;0
3581;358;6784;6784;0
3512;265;6614;6614;0
3296;227;6245;6245;0
3127;218;5766;5766;0
2882;188;5350;5350;0
2490;191;4524;4524;0
2048;194;3820;3820;0
1801;211;3192;3192;0
1375;240;2438;2438;0
1001;252;1882;1882;0
812;334;1470;1470;0
549;361;1011;1011;0
418;390;738;738;0
270;493;505;505;0
216;600;423;423;0
167;626;322;322;0
144;700;286;286;0
169;827;312;312;0
162;919;321;321;0
147;1122;324;324;0
179;1268;340;340;0
182;1433;347;347;0
179;1694;374;374;0
204;1947;368;368;0
235;2117;436;436;0
175;2289;352;352;0
192;2513;377;377;0
177;2795;324;324;0
178;2948;333;333;0
183;3137;316;316;0
127;3237;243;243;0
126;3324;258;258;0
105;3325;210;210;0
87;3203;146;146;0
67;3102;136;136;0
57;2949;108;108;0
41;2639;88;88;0
30;2468;48;48;0
19;2034;38;38;0
19;1772;32;32;0
9;1391;18;18;0
7;1063;14;14;0
4;881;16;16;0
16;658;22;22;0
7;462;21;21;0
2;320;6;6;0
10;235;21;21;0
8;207;17;17;0
10;155;24;24;0
8;142;18;18;0
13;143;29;29;0
15;159;31;31;0
15;177;32;32;0
19;161;33;33;0
22;165;39;39;0
21;195;33;33;0
18;164;31;31;0
13;201;25;25;0
23;177;41;41;0
9;185;20;20;0
10;147;22;22;0
11;155;24;24;0
17;133;24;24;0
9;116;16;16;0
10;132;17;17;0
5;105;13;13;0
1;59;9;9;0
5;69;8;8;0
3;51;5;5;0
5;47;10;10;0
4;18;7;7;0
3;19;5;5;0
7;13;8;8;0
4;9;6;6;0
1;7;3;3;0
2;12;3;3;0
2;6;3;3;0
1;14;2;2;0
2;4;3;3;0
0;11;0;0;0
2;9;4;4;0
2;14;2;2;0
0;10;4;4;0
4;16;6;6;0
2;16;3;3;0
3;17;5;5;0
0;14;1;1;0
1;17;2;2;0
1;12;3;3;0
1;13;1;1;0
5;12;7;7;0
1;18;8;8;0
2;11;5;5;0
6;12;10;10;0
2;13;5;5;0
3;7;6;6;0
0;7;2;2;0
2;7;5;5;0
4;8;7;7;0
5;8;7;7;0
1;3;4;4;0
2;2;7;7;0
3;5;3;3;0
2;3;4;4;0
1;2;4;4;0
2;1;6;6;0
2;2;3;3;0
3;2;5;5;0
2;1;6;6;0
2;1;6;6;0
2;1;3;3;0
1;1;3;3;0
5;0;7;7;0
2;2;3;3;0
7;0;9;9;0
3;4;6;6;0
3;2;5;5;0
10;1;14;14;0
4;2;12;12;0
9;1;16;16;0
11;1;21;21;0
15;2;27;27;0
14;0;22;22;0
6;2;17;17;0
13;7;31;31;0
15;3;25;25;0
19;4;43;43;0
18;3;33;33;0
24;3;43;43;0
33;2;72;72;0
38;3;64;64;0
29;3;61;61;0
32;2;73;73;0
47;3;83;83;0
44;5;77;77;0
57;0;89;89;0
52;2;93;93;0
73;3;120;120;0
61;4;127;127;0
65;1;127;127;0
74;2;139;139;0
75;4;156;156;0
88;4;172;172;0
66;1;125;125;0
79;2;162;162;0
83;2;153;153;0
57;1;129;129;0
76;2;150;150;0
59;3;134;134;0
54;2;100;100;0
49;4;87;87;0
34;8;74;74;0
24;7;45;45;0
12;10;37;37;0
16;12;37;37;0
13;8;28;28;0
3;11;10;10;0
4;18;11;11;0
4;10;8;8;0
0;24;6;6;0
2;15;8;8;0
2;19;4;4;0
2;39;8;8;0
2;26;4;4;0
2;32;5;5;0
6;41;7;7;0
3;36;4;4;0
4;33;6;6;0
0;32;4;4;0
1;41;5;5;0
3;47;7;7;0
3;66;4;4;0
1;62;5;5;0
1;65;5;5;0
7;81;12;12;0
5;84;6;6;0
2;59;9;9;0
4;83;9;9;0
5;70;10;10;0
3;72;8;8;0
5;74;9;9;0
1;75;7;7;0
3;46;11;11;0
9;38;18;18;0
6;40;16;16;0
9;21;18;18;0
14;25;26;26;0
8;21;16;16;0
9;15;21;21;0
10;7;23;23;0
14;7;22;22;0
13;4;30;30;0
18;6;46;46;0
20;6;37;37;0
27;2;41;41;0
22;6;55;55;0
35;2;66;66;0
39;3;66;66;0
42;1;77;77;0
46;1;92;92;0
71;2;114;114;0
57;4;111;111;0
83;4;152;152;0
78;4;166;166;0
110;1;196;196;0
139;4;240;240;0
144;4;269;269;0
154;5;314;314;0
159;1;317;317;0
170;7;343;343;0
202;5;367;367;0
196;5;389;389;0
230;5;415;415;0
226;4;437;437;0
241;6;453;453;0
220;8;459;459;0
234;9;441;441;0
216;10;445;445;0
204;9;406;406;0
189;12;390;390;0
145;8;303;303;0
128;12;299;299;0
95;13;238;238;0
94;8;209;209;0
66;17;155;155;0
55;28;116;116;0
39;17;96;96;0
17;14;46;46;0
13;33;32;32;0
14;31;30;30;0
7;27;16;16;0
7;35;17;17;0
10;46;18;18;0
3;43;13;13;0
9;54;17;17;0
5;69;11;11;0
10;88;15;15;0
7;86;14;14;0
10;101;18;18;0
16;125;21;21;0
16;160;26;26;0
10;158;20;20;0
9;173;18;18;0
16;165;25;25;0
11;193;28;28;0
17;185;27;27;0
19;211;28;28;0
23;212;39;39;0
22;239;46;46;0
27;207;48;48;0
32;229;57;57;0
32;202;61;61;0
37;201;87;87;0
50;158;96;96;0
63;171;111;111;0
66;143;135;135;0
61;115;127;127;0
91;89;161;161;0
122;61;212;212;0
146;57;253;253;0
133;29;259;259;0
168;19;303;303;0
196;16;361;361;0
234;9;395;395;0
226;10;404;404;0
264;8;486;486;0
267;10;502;502;0
240;8;471;471;0
284;6;580;580;0
301;5;546;546;0
277;7;576;576;0
305;8;553;553;0
283;5;559;559;0
243;10;485;485;0
237;10;494;494;0
204;9;429;429;0
180;9;373;373;0
145;17;309;309;0
97;10;251;251;0
77;9;186;186;0
48;16;128;128;0
37;24;99;99;0
20;21;61;61;0
16;25;49;49;0
10;29;36;36;0
3;50;14;14;0
0;46;8;8;0
5;48;7;7;0
4;69;6;6;0
4;66;7;7;0
1;70;3;3;0
0;90;0;0;0
1;107;1;1;0
0;126;0;0;0
1;135;1;1;0
0;165;1;1;0
1;161;2;2;0
1;178;1;1;0
0;222;1;1;0
1;235;2;2;0
0;231;0;0;0
0;296;1;1;0
1;245;2;2;0
0;299;0;0;0
0;248;0;0;0
0;276;2;2;0
1;242;1;1;0
0;257;0;0;0
0;225;1;1;0
0;193;0;0;0
0;164;1;1;0
0;154;0;0;0
0;109;0;0;0
0;80;0;0;0
0;62;0;0;0
1;41;3;3;0
0;33;0;0;0
0;26;1;1;0
0;11;0;0;0
0;8;0;0;0
0;2;0;0;0
0;2;0;0;0
0;3;1;1;0
1;2;2;2;0
1;0;1;1;0
0;0;1;1;0
0;0;0;0;0
0;0;1;1;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
1;0;1;1;0
0;2;1;1;0
0;0;0;0;0
0;0;0;0;0
2;1;2;2;0
0;0;1;1;0
0;1;1;1;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;2;1;1;0
0;0;0;0;0
0;1;1;1;0
0;0;1;1;0
1;0;1;1;0
1;0;1;1;0
0;0;0;0;0
0;1;0;0;0
0;1;0;0;0
0;0;1;1;0
0;1;0;0;0
2;0;2;2;0
1;1;1;1;0
0;0;1;1;0
2;0;2;2;0
0;0;0;0;0
0;0;1;1;0
0;0;1;1;0
1;0;1;1;0
1;0;1;1;0
1;0;2;2;0
0;0;1;1;0
0;0;1;1;0
0;1;1;1;0
1;0;1;1;0
1;0;2;2;0
3;0;3;3;0
1;1;2;2;0
0;1;0;0;0
0;0;0;0;0
0;1;1;1;0
0;0;0;0;0
0;0;1;1;0
1;1;2;2;0
1;0;2;2;0
0;1;2;2;0
0;1;2;2;0
2;0;3;3;0
0;0;0;0;0
2;0;4;4;0
0;0;0;0;0
1;0;2;2;0
0;1;1;1;0
0;0;2;2;0
0;0;1;1;0
1;0;1;1;0
4;1;5;5;0
2;0;2;2;0
3;0;5;5;0
1;1;1;1;0
3;1;4;4;0
4;0;7;7;0
2;0;3;3;0
1;1;5;5;0
1;1;6;6;0
2;1;2;2;0
3;1;6;6;0
2;0;4;4;0
3;1;4;4;0
5;0;6;6;0
7;1;7;7;0
6;0;11;11;0
5;0;7;7;0
8;1;13;13;0
7;0;14;14;0
8;1;13;13;0
10;1;19;19;0
15;1;23;23;0
22;2;31;31;0
17;2;27;27;0
20;1;31;31;0
10;0;24;24;0
16;2;29;29;0
29;0;46;46;0
40;1;68;68;0
34;1;60;60;0
32;2;57;57;0
40;1;75;75;0
44;0;78;78;0
55;1;99;99;0
60;0;109;109;0
68;2;126;126;0
89;0;148;148;0
88;1;169;169;0
85;3;154;154;0
108;1;191;191;0
98;4;180;180;0
86;5;172;172;0
89;0;184;184;0
88;3;183;183;0
91;2;186;186;0
66;1;154;154;0
66;1;165;165;0
47;0;127;127;0
55;5;126;126;0
42;2;100;100;0
42;5;99;99;0
29;7;66;66;0
26;5;75;75;0
17;9;41;41;0
9;8;26;26;0
7;9;23;23;0
5;10;20;20;0
3;11;10;10;0
1;14;7;7;0
2;13;5;5;0
4;17;7;7;0
2;28;4;4;0
0;26;1;1;0
0;25;0;0;0
1;35;2;2;0
1;34;2;2;0
3;44;4;4;0
2;49;3;3;0
0;58;2;2;0
4;59;7;7;0
4;81;7;7;0
4;69;6;6;0
4;83;5;5;0
2;82;5;5;0
5;86;7;7;0
3;95;5;5;0
1;95;4;4;0
5;95;5;5;0
7;88;11;11;0
4;99;8;8;0
11;80;18;18;0
8;71;17;17;0
9;58;19;19;0
9;57;20;20;0
15;37;27;27;0
13;49;20;20;0
12;24;23;23;0
16;17;29;29;0
15;16;32;32;0
9;15;28;28;0
20;7;32;32;0
33;6;56;56;0
36;3;51;51;0
39;3;68;68;0
42;2;76;76;0
51;1;92;92;0
67;0;99;99;0
78;1;124;124;0
73;1;133;133;0
88;1;159;159;0
126;1;198;198;0
132;2;219;219;0
126;3;217;217;0
178;3;282;282;0
153;2;280;280;0
174;1;310;310;0
205;3;342;342;0
222;2;382;382;0
210;2;385;385;0
225;3;426;426;0
228;0;428;428;0
229;4;430;430;0
229;4;441;441;0
245;7;477;477;0
211;9;422;422;0
194;10;436;436;0
165;11;392;392;0
189;12;363;363;0
134;7;289;289;0
103;11;287;287;0
108;13;264;264;0
53;17;199;199;0
49;19;151;151;0
23;12;111;111;0
15;23;78;78;0
15;15;63;63;0
4;29;30;30;0
4;34;30;30;0
2;41;17;17;0
2;32;13;13;0
1;46;4;4;0
0;60;1;1;0
0;71;3;3;0
1;72;3;3;0
0;87;1;1;0
0;91;0;0;0
0;104;2;2;0
0;127;2;2;0
0;136;0;0;0
0;137;0;0;0
2;160;2;2;0
0;175;0;0;0
1;201;1;1;0
0;200;0;0;0
0;201;0;0;0
1;212;1;1;0
0;232;0;0;0
1;211;1;1;0
0;242;0;0;0
0;227;0;0;0
0;174;0;0;0
0;155;3;3;0
1;184;1;1;0
0;156;0;0;0
0;146;1;1;0
0;102;1;1;0
0;88;0;0;0
0;63;0;0;0
0;48;0;0;0
0;26;2;2;0
0;26;1;1;0
0;15;1;1;0
0;11;1;1;0
0;3;1;1;0
0;1;0;0;0
0;3;0;0;0
0;2;0;0;0
0;1;0;0;0
1;0;1;1;0
0;2;0;0;0
0;2;0;0;0
2;0;3;3;0
0;0;2;2;0
1;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;3;1;1;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
1;0;1;1;0
0;0;0;0;0
0;2;0;0;0
1;1;2;2;0
0;1;0;0;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;1;1;0
0;2;1;1;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;1;1;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;1;1;0
1;0;1;1;0
0;1;0;0;0
0;1;3;3;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
1;0;2;2;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;1;1;0
0;0;0;0;0
1;0;2;2;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
2;0;2;2;0
0;1;1;1;0
0;1;0;0;0
1;1;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
1;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
1;0;1;1;0
0;0;1;1;0
0;3;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
1;1;1;1;0
1;0;1;1;0
0;0;0;0;0
2;0;2;2;0
0;1;0;0;0
1;0;1;1;0
0;0;1;1;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;1;0;0;0
0;1;0;0;0
1;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;1;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;1;1;0
0;0;2;2;0
0;0;0;0;0
0;0;1;1;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
1;0;2;2;0
0;0;0;0;0
0;0;0;0;0
1;1;1;1;0
0;1;1;1;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
1;0;1;1;0
0;0;1;1;0
1;1;1;1;0
0;0;0;0;0
1;0;1;1;0
0;0;0;0;0
1;0;1;1;0
0;0;0;0;0
1;0;2;2;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;1;1;1;0
0;0;1;1;0
0;0;0;0;0
1;1;1;1;0
0;1;2;2;0
0;2;1;1;0
0;0;0;0;0
0;1;1;1;0
1;1;1;1;0
1;0;1;1;0
1;0;1;1;0
0;1;1;1;0
0;0;1;1;0
0;0;0;0;0
1;0;1;1;0
0;1;1;1;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;1;1;0
0;0;0;0;0
0;1;2;2;0
0;0;1;1;0
1;0;1;1;0
0;0;0;0;0
1;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
1;0;1;1;0
0;0;1;1;0
0;0;1;1;0
0;1;0;0;0
0;1;1;1;0
0;0;0;0;0
0;0;0;0;0
0;2;0;0;0
0;1;1;1;0
0;0;0;0;0
0;1;1;1;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;1;0;0;0
1;1;1;1;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;3;3;0
0;0;2;2;0
1;1;1;1;0
2;0;2;2;0
0;2;1;1;0
0;1;1;1;0
1;0;2;2;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
1;1;1;1;0
0;1;0;0;0
0;0;0;0;0
0;1;0;0;0
1;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;1;1;0
1;1;1;1;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;1;1;0
0;1;0;0;0
0;3;0;0;0
0;2;0;0;0
0;0;0;0;0
0;0;0;0;0
1;1;1;1;0
1;1;1;1;0
0;1;1;1;0
0;1;1;1;0
0;0;0;0;0
1;0;1;1;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;1;1;0
1;0;1;1;0
1;0;2;2;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;1;1;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;2;2;0
0;0;0;0;0
0;1;0;0;0
0;1;0;0;0
1;0;2;2;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
2;0;2;2;0
0;0;0;0;0
0;1;0;0;0
0;1;0;0;0
0;0;0;0;0
0;1;2;2;0
0;0;1;1;0
0;0;0;0;0
1;0;2;2;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;1;1;0
0;0;1;1;0
0;0;1;1;0
0;0;1;1;0
0;1;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;1;1;0
0;0;0;0;0
0;0;1;1;0
0;2;1;1;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;1;0;0;0
1;0;1;1;0
0;0;0;0;0
0;0;2;2;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;2;2;0
0;2;0;0;0
0;1;1;1;0
0;0;1;1;0
1;1;1;1;0
0;0;1;1;0
1;0;1;1;0
0;0;0;0;0
0;1;1;1;0
0;1;1;1;0
0;1;0;0;0
1;1;1;1;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
2;0;2;2;0
0;0;0;0;0
0;1;1;1;0
1;0;1;1;0
1;1;3;3;0
0;1;2;2;0
0;1;2;2;0
1;0;2;2;0
0;0;1;1;0
0;0;1;1;0
0;0;1;1;0
0;0;2;2;0
0;0;0;0;0
0;0;2;2;0
0;2;2;2;0
0;1;1;1;0
0;0;0;0;0
0;0;0;0;0
0;2;0;0;0
0;0;1;1;0
1;1;2;2;0
0;1;2;2;0
0;0;0;0;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
1;1;2;2;0
0;1;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
1;0;1;1;0
0;0;0;0;0
1;0;1;1;0
0;1;0;0;0
1;0;1;1;0
0;2;0;0;0
1;2;2;2;0
1;2;2;2;0
0;1;2;2;0
0;1;0;0;0
1;1;2;2;0
1;1;3;3;0
0;2;0;0;0
0;0;0;0;0
1;2;2;2;0
0;2;0;0;0
0;1;1;1;0
2;0;3;3;0
0;0;0;0;0
1;0;2;2;0
0;1;1;1;0
1;1;2;2;0
0;2;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
0;1;0;0;0
1;0;2;2;0
0;0;0;0;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
0;0;0;0;0
1;0;2;2;0
0;0;2;2;0
0;0;1;1;0
0;0;1;1;0
1;0;2;2;0
1;1;2;2;0
0;1;0;0;0
1;2;2;2;0
0;0;1;1;0
1;1;2;2;0
1;2;2;2;0
1;0;1;1;0
1;0;3;3;0
1;1;2;2;0
0;0;0;0;0
1;1;2;2;0
0;1;0;0;0
0;0;1;1;0
0;1;1;1;0
0;1;1;1;0
1;1;2;2;0
1;1;1;1;0
0;0;0;0;0
0;0;2;2;0
0;0;1;1;0
0;0;0;0;0
0;0;0;0;0
1;1;3;3;0
0;0;3;3;0
0;1;2;2;0
0;0;1;1;0
0;0;1;1;0
3;0;5;5;0
3;1;4;4;0
